7058,1881
17,7
0,1
1973,350
10,2
1,0
10961,1700
5,0
7169,17200
338,40
65,8
2319,7
1722,4
622,316
44100,14000
4304,2870
43,55
744,2
295,0
115,0
86,0
55,0
122296,17725
315,0
3777314,156050
2890923,152025
256315,11750
133816,6500
121431,6350
116400,5500
29315,1250
6503,300
5768,250
242991,1050
80000,200
60707,2688
21500,100
13500,5
12250,50
7500,10
3675,15
3137,370
6,2
1,0
1,0
0,0
